70.9;1977.79;1874.92
71;1981.45;1877.91
71.1;1985.10;1880.90
71.2;1988.76;1883.89
71.3;1992.41;1886.88
71.4;1996.07;1889.87
71.5;1999.73;1892.86
71.6;2003.38;1895.84
71.7;2007.04;1898.83
71.8;2010.69;1901.82
71.9;2014.35;1904.81
72;2018.00;1907.80
72.1;2021.66;1910.79
72.2;2025.31;1913.78
72.3;2028.97;1916.77
72.4;2032.63;1919.76
72.5;2036.28;1922.74
72.6;2039.94;1925.73
72.7;2043.59;1928.72
72.8;2047.25;1931.71
72.9;2050.90;1934.70
73;2054.56;1937.69
73.1;2058.21;1940.68
73.2;2061.87;1943.67
73.3;2065.53;1946.66
73.4;2069.18;1949.64
73.5;2072.84;1952.63
73.6;2076.49;1955.62
73.7;2080.15;1958.61
73.8;2083.80;1961.60
73.9;2087.46;1964.59
74;2091.11;1967.58
74.1;2094.77;1970.57
74.2;2098.43;1973.56
74.3;2102.08;1976.54
74.4;2105.74;1979.53
74.5;2109.39;1982.52
74.6;2113.05;1985.51
74.7;2116.70;1988.50
74.8;2120.36;1991.49
74.9;2124.01;1994.48
75;2127.67;1997.47
75.1;2131.33;2000.46
75.2;2134.98;2003.44
75.3;2138.64;2006.43
75.4;2142.29;2009.42
75.5;2145.95;2012.41
75.6;2149.60;2015.40
75.7;2153.26;2018.39
75.8;2156.91;2021.38
75.9;2160.57;2024.37
76;2164.23;2027.36
76.1;2167.88;2030.34
76.2;2171.54;2033.33
76.3;2175.19;2036.32
76.4;2178.85;2039.31
76.5;2182.50;2042.30
76.6;2186.16;2045.29
76.7;2189.81;2048.28
76.8;2193.47;2051.27
76.9;2197.13;2054.26
77;2200.78;2057.24
77.1;2204.44;2060.23
77.2;2208.09;2063.22
77.3;2211.75;2066.21
77.4;2215.40;2069.20
77.5;2219.05;2072.18
77.6;2222.70;2075.16
77.7;2226.34;2078.14
77.8;2229.98;2081.11
77.9;2233.62;2084.09
78;2237.26;2087.06
78.1;2240.89;2090.02
78.2;2244.52;2092.98
78.3;2248.14;2095.94
78.4;2251.76;2098.89
78.5;2255.37;2101.83
78.6;2258.98;2104.77
78.7;2262.58;2107.71
78.8;2266.17;2110.63
78.9;2269.76;2113.56
79;2273.34;2116.47
79.1;2276.91;2119.37
79.2;2280.48;2122.27
79.3;2284.03;2125.16
79.4;2287.58;2128.04
79.5;2291.12;2130.91
79.6;2294.65;2133.78
79.7;2298.17;2136.63
79.8;2301.68;2139.48
79.9;2305.19;2142.32
80;2308.68;2145.15
80.1;2312.17;2147.96
80.2;2315.64;2150.77
80.3;2319.10;2153.56
80.4;2322.55;2156.35
80.5;2325.99;2159.12
80.6;2329.42;2161.88
80.7;2332.83;2164.63
80.8;2336.24;2167.37
80.9;2339.63;2170.10
81;2343.02;2172.81
81.1;2346.39;2175.52
81.2;2349.75;2178.21
81.3;2353.10;2180.89
81.4;2356.43;2183.56
81.5;2359.75;2186.21
81.6;2363.06;2188.85
81.7;2366.35;2191.48
81.8;2369.63;2194.09
81.9;2372.89;2196.69
82;2376.14;2199.27
82.1;2379.38;2201.84
82.2;2382.60;2204.39
82.3;2385.81;2206.94
82.4;2389.00;2209.46
82.5;2392.18;2211.98
82.6;2395.35;2214.48
82.7;2398.50;2216.96
82.8;2401.64;2219.44
82.9;2404.76;2221.89
83;2407.88;2224.34
83.1;2410.97;2226.77
83.2;2414.06;2229.19
83.3;2417.13;2231.59
83.4;2420.18;2233.98
83.5;2423.22;2236.35
83.6;2426.25;2238.71
83.7;2429.26;2241.06
83.8;2432.26;2243.39
83.9;2435.25;2245.71
84;2438.22;2248.02
84.1;2441.18;2250.31
84.2;2444.13;2252.59
84.3;2447.06;2254.85
84.4;2449.97;2257.10
84.5;2452.88;2259.34
84.6;2455.76;2261.56
84.7;2458.64;2263.77
84.8;2461.50;2265.96
84.9;2464.35;2268.14
85;2467.18;2270.31
85.1;2470.00;2272.46
85.2;2472.81;2274.60
85.3;2475.60;2276.73
85.4;2478.38;2278.84
85.5;2481.14;2280.94
85.6;2483.89;2283.02
85.7;2486.63;2285.09
85.8;2489.35;2287.14
85.9;2492.06;2289.19
86;2494.75;2291.21
86.1;2497.43;2293.23
86.2;2500.10;2295.23
86.3;2502.75;2297.21
86.4;2505.39;2299.19
86.5;2508.01;2301.14
86.6;2510.63;2303.09
86.7;2513.22;2305.02
86.8;2515.81;2306.94
86.9;2518.38;2308.84
87;2520.93;2310.73
87.1;2523.47;2312.60
87.2;2526.00;2314.46
87.3;2528.51;2316.31
87.4;2531.01;2318.14
87.5;2533.50;2319.96
87.6;2535.97;2321.77
87.7;2538.43;2323.56
87.8;2540.88;2325.34
87.9;2543.31;2327.10
88;2545.72;2328.85
88.1;2548.13;2330.59
88.2;2550.50;2332.30
88.3;2552.85;2333.98
88.4;2555.17;2335.63
88.5;2557.46;2337.26
88.6;2559.72;2338.85
88.7;2561.96;2340.42
88.8;2564.17;2341.96
88.9;2566.35;2343.48
89;2568.50;2344.96
89.1;2570.63;2346.42
89.2;2572.72;2347.85
89.3;2574.79;2349.26
89.4;2576.83;2350.63
89.5;2578.85;2351.98
89.6;2580.83;2353.30
89.7;2582.79;2354.59
89.8;2584.72;2355.85
89.9;2586.63;2357.09
90;2588.50;2358.30
